"Kind","File","Line","Text"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\ProdutoRepository.cs","769","command.Parameters.AddWithValue(""@PrecoVenda"", produto.PrecoVenda);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\ProdutoRepository.cs","770","command.Parameters.AddWithValue(""@MargemLucro"", produto.MargemLucro);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\ProdutoRepository.cs","771","command.Parameters.AddWithValue(""@ValorTotalEstoque"", produto.ValorTotalEstoque);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\ProdutoRepository.cs","794","command.Parameters.AddWithValue(""@TotalVendas"", produto.TotalVendas);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\ProdutoRepository.cs","795","command.Parameters.AddWithValue(""@TotalFaturado"", produto.TotalFaturado);"
"decimal","PrimoAutoEletrica\Repositories\ProdutoRepository.cs","825","private static decimal ReadDecimal(DbDataReader reader, int index)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\ProdutoRepository.cs","874",": $""Codigo={produto.Codigo}; Nome={produto.Nome}; Fornecedor={produto.Fornecedor}; Estoque={produto.QuantidadeEstoque}; PrecoCompra={produto.PrecoCompra:C}; Pre"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\ProdutoRepository.cs","877","private static string NormalizarDocumento(string? valor)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\ProdutoRepository.cs","879","if (string.IsNullOrWhiteSpace(valor))"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\ProdutoRepository.cs","884","return valor.Trim()"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\ProdutoRepository.cs","899","valorAnterior: anterior,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\ProdutoRepository.cs","900","valorNovo: novo);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","33","Total,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","35","Desconto,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","50","@Total,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","52","@Desconto,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","66","insertVenda.Parameters.AddWithValue(""@Total"", venda.Total);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","68","insertVenda.Parameters.AddWithValue(""@Desconto"", venda.Desconto);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","97","PrecoUnitario,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","98","CustoUnitario,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","99","Desconto,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","100","Subtotal"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","111","@PrecoUnitario,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","112","@CustoUnitario,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","113","@Desconto,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","114","@Subtotal"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","124","command.Parameters.AddWithValue(""@PrecoUnitario"", item.PrecoUnitario);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","125","command.Parameters.AddWithValue(""@CustoUnitario"", item.CustoUnitario);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","126","command.Parameters.AddWithValue(""@Desconto"", item.Desconto);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","127","command.Parameters.AddWithValue(""@Subtotal"", item.Subtotal);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","149","PrecoUnitario,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","150","CustoUnitario,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","151","Desconto"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","174","PrecoCompra = ReadDecimal(readerLocal, 6)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","178","PrecoUnitario = ReadDecimal(readerLocal, 5),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","179","CustoUnitario = ReadDecimal(readerLocal, 6),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","180","Desconto = ReadDecimal(readerLocal, 7)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","194","PrecoUnitario,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","195","CustoUnitario,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","196","Desconto"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","221","PrecoCompra = ReadDecimal(reader, 6)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","225","PrecoUnitario = ReadDecimal(reader, 5),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","226","CustoUnitario = ReadDecimal(reader, 6),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","227","Desconto = ReadDecimal(reader, 7)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","247","Total,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","249","Desconto,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","278","Total = ReadDecimal(readerLocal, 4),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","280","Desconto = ReadDecimal(readerLocal, 6),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","298","Total,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","300","Desconto,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","330","Total = ReadDecimal(reader, 4),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","332","Desconto = ReadDecimal(reader, 6),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","356","Total,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","358","Desconto,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","389","Total = ReadDecimal(reader, 4),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","391","Desconto = ReadDecimal(reader, 6),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","423","Total,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","425","Desconto,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","443","Total,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","445","Desconto,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","483","Total = ReadDecimal(reader, 4),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Repositories\VendaRepository.cs","485","Desconto = ReadDecimal(reader, 6),"
"decimal","PrimoAutoEletrica\Repositories\VendaRepository.cs","530","private static decimal ReadDecimal(DbDataReader reader, int ordinal)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoCsvExcelImporterService.cs","156","var precoReferencia = FirstNonEmpty(row, ""precoreferencia"", ""preco"", ""valor"");"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoCsvExcelImporterService.cs","158","if (!string.IsNullOrWhiteSpace(precoReferencia))"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoCsvExcelImporterService.cs","161","? $""Preco referencia: {precoReferencia}"""
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoCsvExcelImporterService.cs","162",": $""{observacoes} | Preco referencia: {precoReferencia}"";"
"double","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoQualidade.cs","9","public const double LimiarAlertaSemNomeReal = 0.30;"
"double","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoQualidade.cs","10","public const double LimiarBloqueioRecomendado = 0.60;"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoQualidade.cs","23","preview.TotalSemDescricao = candidatos.Count(item => string.IsNullOrWhiteSpace(item.Descricao));"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoQualidade.cs","24","preview.TotalSemNomeReal = candidatos.Count(item =>"
"double","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoQualidade.cs","34","var ratioSemNome = preview.TotalSemNomeReal / (double)candidatos.Count;"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoQualidade.cs","34","var ratioSemNome = preview.TotalSemNomeReal / (double)candidatos.Count;"
"double","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoQualidade.cs","35","var ratioSemDescricao = preview.TotalSemDescricao / (double)candidatos.Count;"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoQualidade.cs","35","var ratioSemDescricao = preview.TotalSemDescricao / (double)candidatos.Count;"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoQualidade.cs","41","if (preview.TotalSemNomeReal == 0 && preview.TotalSemDescricao <= candidatos.Count * 0.5)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoQualidade.cs","50","$""Atencao: {preview.TotalSemNomeReal} de {candidatos.Count} itens ainda usam nome generico (ex.: Produto + codigo) "" +"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoQualidade.cs","51","$""e {preview.TotalSemDescricao} estao sem descricao. Recomendado revisar ou usar CSV/Excel do fornecedor antes de importar em massa."";"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoQualidade.cs","56","$""Atencao: {preview.TotalSemNomeReal} item(ns) com nome generico e {preview.TotalSemDescricao} sem descricao. "" +"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","85","preview.TotalItens = preview.Itens.Count;"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","86","preview.TotalDuplicadosProvaveis = preview.Itens.Count(item => item.DuplicadoProvavel);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","87","preview.TotalJaExistentes = preview.Itens.Count(item => string.Equals(item.StatusRevisao, ""Ja existente"", StringComparison.OrdinalIgnoreCase));"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","88","preview.TotalIncompletos = preview.Itens.Count(item => string.Equals(item.StatusRevisao, ""Incompleto"", StringComparison.OrdinalIgnoreCase));"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","89","preview.TotalComErro = preview.Erros.Count;"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","90","preview.TotalValidos = preview.Itens.Count(item =>"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","115","TotalLidos = preview.TotalItens,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","120","_logger.LogInfo($""Confirmando importacao de catalogo '{importacao.ArquivoNome}' com {preview.TotalItens} item(ns)."");"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","160","importacao.TotalImportados = importados.Count;"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","161","importacao.TotalDuplicados = duplicados.Count + preview.TotalJaExistentes;"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","162","importacao.TotalComErro = erros.Count;"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","163","importacao.Resumo = $""Lidos={importacao.TotalLidos}; Importados={importacao.TotalImportados}; Duplicados={importacao.TotalDuplicados}; Erros={importacao.TotalCo"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","192","TotalLidos,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","193","TotalImportados,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","194","TotalDuplicados,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","195","TotalComErro,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","218","TotalLidos = reader.IsDBNull(7) ? 0 : reader.GetInt32(7),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","219","TotalImportados = reader.IsDBNull(8) ? 0 : reader.GetInt32(8),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","220","TotalDuplicados = reader.IsDBNull(9) ? 0 : reader.GetInt32(9),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","221","TotalComErro = reader.IsDBNull(10) ? 0 : reader.GetInt32(10),"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","415","TotalLidos,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","416","TotalImportados,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","417","TotalDuplicados,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","418","TotalComErro,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","433","@TotalLidos,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","434","@TotalImportados,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","435","@TotalDuplicados,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","436","@TotalComErro,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","449","insertImportacao.Parameters.AddWithValue(""@TotalLidos"", importacao.TotalLidos);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","450","insertImportacao.Parameters.AddWithValue(""@TotalImportados"", importacao.TotalImportados);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","451","insertImportacao.Parameters.AddWithValue(""@TotalDuplicados"", importacao.TotalDuplicados);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","452","insertImportacao.Parameters.AddWithValue(""@TotalComErro"", importacao.TotalComErro);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","529","builder.AppendLine($""- Total lidos: `{importacao.TotalLidos}`"");"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","530","builder.AppendLine($""- Total importados: `{importacao.TotalImportados}`"");"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","531","builder.AppendLine($""- Total duplicados: `{importacao.TotalDuplicados}`"");"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoImportacaoService.cs","532","builder.AppendLine($""- Total erros: `{importacao.TotalComErro}`"");"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoParaProdutoService.cs","127","PrecoCompra = 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoParaProdutoService.cs","128","PrecoVenda = 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoPdfExtractorService.cs","27","""HTTPS"", ""HTTP"", ""WWW"", ""PAGE"", ""PAGINA"", ""INDEX"", ""INDICE"", ""TOTAL"", ""GERAL"","
"double","PrimoAutoEletrica\Services\Catalogo\CatalogoPdfExtractorService.cs","167","private static Dictionary<string, (double Y, double X)> LocalizarCodigosComPosicao("
"double","PrimoAutoEletrica\Services\Catalogo\CatalogoPdfExtractorService.cs","172","var mapa = new Dictionary<string, (double Y, double X)>(StringComparer.OrdinalIgnoreCase);"
"double","PrimoAutoEletrica\Services\Catalogo\CatalogoPdfExtractorService.cs","277","IReadOnlyDictionary<string, (double Y, double X)> codigosComPosicao,"
"double","PrimoAutoEletrica\Services\Catalogo\CatalogoPdfExtractorService.cs","306","double? yCodigo = null;"
"double","PrimoAutoEletrica\Services\Catalogo\CatalogoPdfExtractorService.cs","307","double? xCodigo = null;"
"double","PrimoAutoEletrica\Services\Catalogo\CatalogoPdfImageExtractor.cs","18","double CentroY,"
"double","PrimoAutoEletrica\Services\Catalogo\CatalogoPdfImageExtractor.cs","19","double CentroX,"
"double","PrimoAutoEletrica\Services\Catalogo\CatalogoPdfImageExtractor.cs","23","double BoxBottom,"
"double","PrimoAutoEletrica\Services\Catalogo\CatalogoPdfImageExtractor.cs","24","double BoxTop);"
"double","PrimoAutoEletrica\Services\Catalogo\CatalogoPdfImageExtractor.cs","84","double? codigoCentroY,"
"double","PrimoAutoEletrica\Services\Catalogo\CatalogoPdfImageExtractor.cs","85","double? codigoCentroX = null)"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\Catalogo\CatalogoPecasService.cs","474","TotalItens = itens.Count,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\DatabaseProviderFactory.cs","105","logger.LogInfo($""Provider SQL Server criado com sucesso. Conexão testada com latência: {testResult.Latency?.TotalMilliseconds:F0}ms."");"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SQLiteDatabaseProvider.cs","67","_logger.LogInfo($""Teste de conexao SQLite bem-sucedido em {latency.TotalMilliseconds:F0}ms. Versao: {version}"");"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SQLiteDatabaseProvider.cs","77","_logger.LogError($""Falha no teste de conexao SQLite em {latency.TotalMilliseconds:F0}ms."", ex);"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerDatabaseProvider.cs","100","_logger.LogInfo($""Teste de conexao SQL Server bem-sucedido em {latency.TotalMilliseconds:F0}ms. Servidor: {ServerName}, Banco: {DatabaseName}. Versao: {version}"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerDatabaseProvider.cs","111","_logger.LogError($""Falha no teste de conexao SQL Server em {latency.TotalMilliseconds:F0}ms. Servidor: {ServerName}, Banco: {DatabaseName}. Erro: {errorMessage}"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerDatabaseProvider.cs","118","_logger.LogError($""Falha inesperada no teste de conexao SQL Server em {latency.TotalMilliseconds:F0}ms. Servidor: {ServerName}, Banco: {DatabaseName}."", ex);"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","79","Salario DECIMAL(18,2) NOT NULL,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","110","Valor NVARCHAR(MAX) NOT NULL,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","142","TotalGasto DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","142","TotalGasto DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","143","TotalServicos INT NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","189","PrecoCompra DECIMAL(18,2) NOT NULL DEFAULT 0,"
"Preco|Valor|Total|Custo|Desconto|Comissao|Saldo|Receber|Pagar","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","189","PrecoCompra DECIMAL(18,2) NOT NULL DEFAULT 0,"
"decimal","PrimoAutoEletrica\Services\DatabaseProviders\SqlServerSchema.sql","190","MargemLucro DECIMAL(18,2) NOT NULL DEFAULT 0,"
